Nombre,Tiempo,Equipo,Prueba
"VALCARCE DOMINGUEZ, PABLO",174403,MOLEMOS,1500_Libre_masc
"RODRIGUEZ SANCHEZ, MIGUEL",182187,MOLEMOS,1500_Libre_masc
"CONDE VARELA, DAVID",183045,MOLEMOS,1500_Libre_masc
"REGUEIRA MOURE, ANDER",203215,MOLEMOS,1500_Libre_masc
"BELTRAN DIAZ, EMILIO",214402,MOLEMOS,1500_Libre_masc
"LOSADA TORRES, ISAAC",240461,MOLEMOS,1500_Libre_masc
"GONZALEZ MARIÑO, JORGE",165338,BOIRO,1500_Libre_masc
"SANLÉS DIESTE, HUGO",170791,BOIRO,1500_Libre_masc
"PÉREZ LORENZO, MANUEL",174939,BOIRO,1500_Libre_masc
"ABELLEIRA GÓMEZ, MIGUEL A.",181706,BOIRO,1500_Libre_masc
"VILARNOVO SUÁREZ, NOELIA",184700,BOIRO,1500_Libre_masc
"BARCALA RIVEIRO, BRAIS",192317,BOIRO,1500_Libre_masc
"LOPEZ FRANCO, MARTIN",193866,BOIRO,1500_Libre_masc
"LAGES BRION, ALEXANDRE",194722,BOIRO,1500_Libre_masc
"MAYO MAROÑAS, JACOBO",201310,BOIRO,1500_Libre_masc
"TUBIO SUEIRO, ALEJANDRO",202320,BOIRO,1500_Libre_masc
"MENDEZ PUGA, MARIO",152959,RIAS,1500_Libre_masc
"ALONSO VIDAL, TEO",164217,RIAS,1500_Libre_masc
"MASSO ROIG, MARTIN",170034,RIAS,1500_Libre_masc
"PASTORIZA SANTACLARA, JORGE",170565,RIAS,1500_Libre_masc
"BOUZA PADRON, ADRIAN",170810,RIAS,1500_Libre_masc
"CASTRO GARCIA, PEDRO",171665,RIAS,1500_Libre_masc
"GONZÁLEZ BORGES, DAVID",173523,RIAS,1500_Libre_masc
"FIGUEROA FERNANDEZ, GABRIEL",174840,RIAS,1500_Libre_masc
"RODRIGUEZ VIEITEZ, HUGO",180609,RIAS,1500_Libre_masc
"GONZALEZ PAVON, XIAN",181456,RIAS,1500_Libre_masc
