Nombre,Tiempo,Equipo,Prueba
"CONDE VARELA, DAVID",23370,MOLEMOS,200_Mari_masc
"ARIAS FRANCO, ODEI",23613,MOLEMOS,200_Mari_masc
"MARTINEZ ARGIZ, DAVID",24179,MOLEMOS,200_Mari_masc
"BELTRAN DIAZ, EMILIO",24582,MOLEMOS,200_Mari_masc
"SUAREZ FERNÁNDEZ, SANTIAGO",25809,MOLEMOS,200_Mari_masc
"PONTON RODRIGUEZ, JAVIER",30634,MOLEMOS,200_Mari_masc
"SANLÉS DIESTE, HUGO",21652,BOIRO,200_Mari_masc
"PÉREZ LORENZO, MANUEL",23340,BOIRO,200_Mari_masc
"MENDEZ PUGA, MARIO",20354,RIAS,200_Mari_masc
"BOUZA PADRON, ADRIAN",21176,RIAS,200_Mari_masc
"ALONSO GATO, OSCAR",21972,RIAS,200_Mari_masc
"CASTRO GARCIA, PEDRO",21996,RIAS,200_Mari_masc
"ALONSO VIDAL, TEO",22076,RIAS,200_Mari_masc
"PASTORIZA SANTACLARA, JORGE",22362,RIAS,200_Mari_masc
"MASSO ROIG, MARTIN",22621,RIAS,200_Mari_masc
"RODRIGUEZ VIEITEZ, HUGO",22743,RIAS,200_Mari_masc
"GONZALEZ PAVON, XIAN",23355,RIAS,200_Mari_masc
"VIDAL LEBOREIRO, PABLO",23500,RIAS,200_Mari_masc
